CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
50694,Female,58.0,30,22.0
50695,Male,41.0,44,69.0
50696,FEMALE,41.0,33,46.0
50697,Female,36.0,55,59.0
50698,Female,27.0,26,91.0
50699,Female,33.0,35,69.0
50700,Male,31.0,25,73.0
50701,Female,30.0,20,79.0
50702,Female,29.0,15,53.0
50703,Male,18.0,20,32.0
50704,Male,18.0,26,62.0
50705,Male,34.0,22,65.0
50706,Female,36.0,41,66.0
50707,Male,19.0,28$,45.0
50708,Male,33.0,42,57.0
50709,Male,26.0,117,100.0
50710,Male,40.0,25,69.0
50711,Female,45.0,34,62.0
50712,Female,46.0,32,43.0
50713,Male,33.0,60,75.0
50714,Female,48.0,39,31.0
50715,Male,34.0,30,40.0
50716,Male,38.0,16,54.0
50717,Female,46.0,28,26.0
50718,Female,41.0,43,91.0
50719,Male,32.0,16,50.0
50720,Male,18.0,93,58.0
50721,Male,35.0,85,58.0
50722,Female,60.0,107,57.0
50723,Female,36.0,75,79.0
50724,Female,36.0,16,77.0
50725,Female,30.0,20,42.0
50726,Male,30.0,26,42.0
50727,Male,59.0,65,17.0
50728,Male,37.0,,55.0
50729,Male,33.0,54,53.0
50730,Male,39.0,67,80.0
50731,Male,40.0,17$,51.0
50732,Male,43.0,24,29.0
50733,Female,33.0,26,67.0
50734,Female,40.0,76,97.0
50735,Female,45.0,40,66.0
50736,Male,61.0,17,57.0
50737,Female,31.0,30,86.0
50738,Male,42.0,28,65.0
50739,Male,50.0,17$,64.0
50740,MALE,28.0,16,26.0
50741,Male,48.0,21,25.0
50742,Male,31.0,106,61.0
50743,Female,33.0,19,75.0
50744,Female,35.0,36,63.0
50745,Male,28.0,40,71.0
50746,Female,44.0,23,67.0
50747,Male,43.0,16,60.0
50748,Male,57.0,56,42.0
50749,Male,26.0,40,69.0
50750,Male,18.0,39$,47.0
50751,Female,45.0,36,54.0
50752,Male,53.0,48,50.0
50753,Male,32.0,37,62.0
50754,Male,56.0,49,50.0
50755,Female,28.0,56,84.0
50756,Female,53.0,38,52.0
50757,Female,40.0,30,58.0
50758,Female,59.0,47,46.0
50759,Male,40.0,17,52.0
50760,Male,18.0,51,44.0
50761,Male,28.0,90,100.0
50762,Male,32.0,27,59.0
50763,Female,65.0,28,45.0
50764,Male,27.0,22,56.0
50765,Male,48.0,19,51.0
50766,Male,18.0,28,31.0
50767, Male,31.0,33,51.0
50768,Female,42.0,33,51.0
50769,Female,28.0,40,69.0
50770,Male,22.0,80,87.0
50771,Female,33.0,44,96.0
50772,Male,30.0,21,75.0
50773,Female,36.0,82,77.0
50774,Female,23.0,33$,16.0
50775,Male,54.0,22,39.0
50776,Male,29.0,91,64.0
50777,Male,31.0,64,68.0
50778,Female,33.0,32,32.0
50779,Male,70.0,75,65.0
50780,Female,44.0,18,73.0
50781,Male,27.0,42,57.0
50782,Female,48.0,17,42.0
50783,Male,63.0,15,62.0
50784,Female,18.0,18$,24.0
50785,Female,54.0,40,28.0
50786,Male,30.0,57,60.0
50787,Female,27.0,18,49.0
50788,Female,31.0,84,91.0
50789,Male,43.0,30,45.0
50790,Male,40.0,25$,69.0
50791,Male,47.0,17,42.0
50792,Male,46.0,137,62.0
50793,Female,46.0,18,60.0
50794,Male,23.0,99,16.0
50795,Female,48.0,17,46.0
50796,Female,21.0,106,48.0
50797,Male,40.0,16,78.0
50798,Male,63.0,23,62.0
50799,Male,47.0,34,49.0
50800,Male,21.0,45,63.0
50801,Female,38.0,49,82.0
50802,Female,41.0,17,56.0
50803,Female,35.0,51,50.0
50804,Male,49.0,115,73.0
50805,Male,50.0,27,7.0
50806,Male,19.0,20,53.0
50807,Female,48.0,19,32.0
50808,Male,56.0,24,49.0
50809,Male,41.0,150,84.0
50810,Male,28.0,44,73.0
50811,Male,28.0,20,35.0
50812,Male,27.0,32,55.0
50813,Female,33.0,99,81.0
50814,Male,56.0,18,41.0
50815,Male,39.0,48,85.0
50816,Female,10.0,43,44.0
50817,Male,37.0,20,55.0
50818,Male,52.0,55,52.0
50819,Female,38.0,33,58.0
50820,Male,70.0,38,29.0
50821,Female,40.0,68,76.0
50822,Female,35.0,100,77.0
50823,Female,18.0,34,47.0
50824,Male,34.0,48,40.0
50825,Male,42.0,49,73.0
50826,Female,35.0,22,67.0
50827,Female,52.0,24,35.0
50828,Male,50.0,34,46.0
50829,Female,32.0,16,57.0
50830,Female,25.0,56,75.0
50831,Female,45.0,19,49.0
50832,Female,37.0,34,50.0
50833,Female,29.0,24,80.0
50834,Male,18.0,21,42.0
50835,Male,30.0,15,46.0
50836,Male,28.0,28,80.0
50837,Male,29.0,41,76.0
50838,Male,53.0,16,27.0
50839,Male,38.0,39,92.0
50840,Male,35.0,28,62.0
50841,Female,20.0,15,60.0
50842,Male,32.0,25,37.0
50843,Male,53.0,28,27.0
50844,Male,18.0,37,38.0
50845,Female,51.0,19,50.0
50846,Male,33.0,30,74.0
50847,Female,64.0,31,30.0
50848,Male,85.0,15,40.0
50849,Male,31.0,36,49.0
50850,Male,63.0,15,55.0
50851,Male,27.0,17,68.0
50852,Female,59.0,20,69.0
50853,Female,33.0,17,59.0
50854,Female,21.0,16,58.0
50855,Male,42.0,24,57.0
50856,Male,57.0,42,49.0
50857,Female,27.0,27,57.0
50858,Male,36.0,33,56.0
50859,Female,49.0,72,53.0
50860,Male,20.0,30,60.0
50861,Male,18.0,22,54.0
50862,Male,45.0,36,72.0
50863,Female,51.0,19.0,55.0
50864,Male,35.0,28,34.0
50865,Male,18.0,26,14.0
50866,Male,34.0,16,38.0
50867,Female,49.0,34,49.0
50868,Male,36.0,30,69.0
50869,Male,29.0,62,53.0
50870,Female,42.0,44,58.0
50871,Female,29.0,38$,51.0
50872,Male,35.0,20,56.0
50873,Male,55.0,36,41.0
50874,Male,40.0,31,55.0
50875,Female,38.0,34,61.0
50876,Female,35.0,19,63.0
50877,Female,49.0,21,27.0
50878,Female,59.0,17,40.0
50879,Male,53.0,40,51.0
50880,Male,33.0,86,46.0
50881,Male,26.0,26$,75.0
50882,Male,30.0,17,75.0
50883,Male,44.0,40,73.0
50884,Male,21.0,76,42.0
50885,Male,26.0,56,53.0
50886,Female,62.0,15,1.0
50887,Female,27.0,29,73.0
50888,Male,24.0,51,55.0
50889,Female,29.0,66$,95.0
50890,Male,44.0,27,57.0
50891,Female,55.0,48,58.0
50892,Female,44.0,49,63.0
50893,Female,56.0,54,41.0
50894,Male,26.0,37,53.0
50895,Female,31.0,18,26.0
50896, Male,31.0,77,61.0
50897,Male,23.0,73,46.0
50898,Male,35.0,76,63.0
50899,Female,32.0,16,53.0
50900,Male,36.0,92,63.0
50901,Female,18.0,19,25.0
50902,Female,32.0,17,70.0
50903,Female,46.0,22,57.0
50904,Male,40.0,19,78.0
50905,Male,18.0,28,38.0
50906,Male,18.0,52,68.0
50907, Male,18.0,22,47.0
50908,Female,70.0,25,51.0
50909,Female,58.0,88,66.0
50910,Male,66.0,37,31.0
50911,Female,24.0,16,17.0
50912,Male,34.0,37,65.0
50913,Male,46.0,47,53.0
50914,Female,39.0,15,63.0
50915,Female,44.0,88,65.0
50916,Male,47.0,20,46.0
50917,Male,29.0,37,45.0
50918,Female,37.0,51,73.0
50919,Female,30.0,20,97.0
50920,MALE,29.0,18,52.0
50921,Male,47.0,42,58.0
50922,Male,38.0,36,54.0
50923,Female,53.0,68,61.0
50924,Male,49.0,18,63.0
50925,Male,59.0,46,47.0
50926,Male,53.0,55,83.0
50927,Female,42.0,27,70.0
50928,M,34.0,58,64.0
50929,Male,28.0,17,50.0
50930,Female,42.0,67,75.0
50931,Male,18.0,77,31.0
50932,Male,31.0,53.0,66.0
50933,Male,23.0,26,66.0
50934,Male,37.0,68,96.0
50935,Male,31.0,25,57.0
50936,Female,34.0,53,62.0
50937,Female,37.0,82$,45.0
50938,Female,30.0,17,
50939,Male,33.0,16,63.0
50940,Male,44.0,42,68.0
50941,Female,53.0,15,36.0
50942,Female,22.0,26,25.0
50943,Female,34.0,111,87.0
50944,Male,23.0,68,38.0
50945,Female,31.0,43,79.0
50946,Male,46.0,21,25.0
50947,Male,35.0,17,57.0
50948,Male,44.0,35,82.0
50949,Male,21.0,26,50.0
50950,Female,25.0,33.0,75.0
50951,Female,32.0,23,77.0
50952,Female,23.0,32,33.0
50953,Female,54.0,43,75.0
50954,Male,19.0,38$,55.0
50955,Female,18.0,20,70.0
50956,F,37.0,24,67.0
50957,MALE,33.0,45,40.0
50958,Male,40.0,63,68.0
50959,Male,37.0,51,64.0
50960,Female,33.0,44,
50961,Male,52.0,72,69.0
50962,Female,39.0,31,79.0
50963,Female,30.0,17,61.0
50964,Male,50.0,45,42.0
50965,Female,33.0,18,53.0
50966,Male,63.0,17,60.0
50967,Male,53.0,97,35.0
50968,Female,32.0,74,84.0
50969,Female,46.0,33,59.0
50970,Female,45.0,70,76.0
50971,Male,34.0,21,57.0
50972,Female,49.0,62,70.0
50973,Male,26.0,22,49.0
50974,Male,36.0,20$,49.0
50975,Male,44.0,125,83.0
50976,Male,63.0,32,70.0
50977,M,34.0,31,38.0
50978,Female,,15,53.0
50979,Male,43.0,62,74.0
50980,Male,35.0,51,70.0
50981,Male,22.0,34,55.0
50982,Male,19.0,90,44.0
50983,Male,52.0,31,29.0
50984,Female,60.0,22,48.0
50985,Male,48.0,16.0,52.0
50986,Female,28.0,64,54.0
50987,Female,20.0,61,24.0
50988,Male,32.0,61,55.0
50989,Female,31.0,46,75.0
50990,Male,30.0,44,43.0
50991,male,49.0,28,42.0
50992,Male,43.0,32,39.0
50993,Male,36.0,,59.0
50994,Male,39.0,40,81.0
50995,Male,18.0,39,29.0
50996,Female,18.0,31,37.0
50997,Male,40.0,88,54.0
50998,Female,37.0,21,86.0
50999,Female,28.0,20,39.0
51000,Male,33.0,31,60.0
51001,Male,60.0,45,38.0
51002,Male,38.0,38,36.0
51003,Male,21.0,29,50.0
51004,Female,59.0,56,50.0
51005,Male,41.0,27,77.0
51006,Female,60.0,15,31.0
51007,Male,37.0,39$,64.0
51008,Male,57.0,34,72.0
51009,Male,47.0,15,89.0
51010,Female,43.0,63,49.0
51011,Male,42.0,22,63.0
51012,Female,40.0,38,70.0
51013,Female,25.0,44,42.0
51014,Male,42.0,15,59.0
51015,Male,52.0,85,47.0
51016,Female,32.0,18,72.0
51017,Female,18.0,17,47.0
51018,Male,38.0,61,65.0
51019,Female,18.0,17,69.0
51020,Female,58.0,37,41.0
51021,Male,31.0,57,59.0
51022,Female,38.0,69,53.0
51023,Female,37.0,53.0,56.0
51024,Female,32.0,42,73.0
51025,Male,47.0,17,32.0
51026,Male,31.0,79,88.0
51027,Female,25.0,38,51.0
51028,Male,,30,87.0
51029,Male,31.0,107,59.0
51030,Female,27.0,31,68.0
51031,Male,41.0,43,55.0
51032,Male,51.0,24,38.0
51033,male,38.0,84,46.0
51034,Female,44.0,150,100.0
51035,Female,45.0,56,74.0
51036,Female,46.0,16,62.0
51037,Male,62.0,,58.0
51038,Male,45.0,27,52.0
51039,Male,46.0,43$,48.0
51040,Female,50.0,46.0,60.0
51041,Male,20.0,17,50.0
51042,Female,23.0,29,51.0
51043,Female,27.0,17,51.0
51044,Male,63.0,40,45.0
51045,male,18.0,72,60.0
51046,Male,38.0,60,43.0
51047,Female,25.0,42,93.0
51048,Male,52.0,76,41.0
51049,Male,46.0,19,81.0
51050,Male,18.0,92,82.0
51051,Male ,34.0,27,55.0
51052,Female,54.0,78,45.0
51053,Female,24.0,26,74.0
51054,Male,49.0,48,59.0
51055,Female,51.0,70,66.0
51056,Female,33.0,42,66.0
51057,Female,48.0,46,47.0
51058,Male,27.0,37$,65.0
51059,Male,38.0,44,53.0
51060,Male,25.0,48,69.0
51061,Male,43.0,41,53.0
51062,Male,55.0,41,60.0
51063,Female,69.0,104,86.0
51064,Male,40.0,56,74.0
51065,Male,46.0,17,40.0
51066,Female,27.0,23,52.0
51067,Female,39.0,42,93.0
51068,Male,36.0,18,42.0
51069,Male,31.0,21,69.0
51070,Female,21.0,80$,49.0
51071,Female,35.0,87,80.0
51072,Male,55.0,26,49.0
51073,Male,32.0,24,23.0
51074,Male,25.0,35,49.0
51075,Female,50.0,140,
51076,Male,52.0,25,50.0
51077,Female,38.0,64,97.0
51078,Male,36.0,29,46.0
51079,Male,,106$,51.0
51080,Male,21.0,39,47.0
51081,Female,40.0,28,43.0
51082,Female,20.0,16,45.0
51083,Female,39.0,17,84.0
51084,Male,39.0,26,72.0
51085,Male,24.0,57,45.0
51086,Female,32.0,41,56.0
51087,Male,55.0,37,46.0
51088,Female,31.0,38,78.0
51089,Male,39.0,46,46.0
51090,Male,39.0,45,72.0
51091,Female,38.0,27,50.0
51092,Female,50.0,57,71.0
51093,Male,55.0,16,39.0
51094,Male,42.0,17,79.0
51095,Male,31.0,88,100.0
51096,Male,65.0,27,35.0
51097,Female,21.0,23,35.0
51098,Female,49.0,52,71.0
51099,Male,47.0,63,65.0
51100,Male,22.0,74,44.0
51101,Female,34.0,54,48.0
51102,Male,55.0,44,42.0
51103,Female,59.0,87,50.0
51104,Female,38.0,21,63.0
51105,Male,49.0,29,56.0
51106,Male,30.0,25,18.0
51107,Male,32.0,90,93.0
51108,Male,42.0,17,27.0
51109,Male,,22,62.0
51110,Male,36.0,102,100.0
51111,Male,23.0,21,46.0
51112,Female,34.0,23,46.0
51113,FEMALE,33.0,30,53.0
51114,Male,50.0,17,52.0
51115,Female,45.0,27,32.0
51116,Male,46.0,18,48.0
51117,Female,41.0,19,50.0
51118,Male,41.0,26,72.0
51119,female,25.0,44,51.0
51120,Female,33.0,24,46.0
51121,Male,61.0,44,48.0
51122,Male,52.0,38,49.0
51123,Female,47.0,83,49.0
51124,Male,44.0,24.0,27.0
51125,Male,33.0,23,65.0
51126,Male,32.0,18,24.0
51127,Male,35.0,28,82.0
51128,Male,45.0,16,48.0
51129,Female,51.0,17,46.0
51130,Male,48.0,59,42.0
51131,Female,32.0,17,72.0
51132,Male,62.0,27,55.0
51133,Male,35.0,49,74.0
51134,Female,49.0,47,45.0
51135, Female,35.0,27,50.0
51136,Female,25.0,55,48.0
51137,Female,28.0,27,71.0
51138,Female,48.0,35,54.0
51139,Male,34.0,22,64.0
51140,Male,43.0,20,92.0
51141,Female,32.0,18,48.0
51142,Female,40.0,20,68.0
51143,Male,34.0,32,76.0
51144,Female,58.0,24,29.0
51145,Male,46.0,31,42.0
51146,Male,38.0,19,65.0
51147,Female,47.0,110,59.0
51148,Male,34.0,27,51.0
51149,Male,52.0,32,52.0
51150,Female,50.0,97,71.0
51151,Female,27.0,28,69.0
51152,Male,33.0,22,75.0
51153,Female,46.0,55,40.0
51154,Male,36.0,43,74.0
51155,Male,27.0,71.0,70.0
51156,Male,56.0,39,44.0
51157,Female,29.0,54,69.0
51158,Female,50.0,65,58.0
51159,Female,18.0,150,84.0
51160,Male,46.0,45,52.0
51161,Female,40.0,53,72.0
51162,Male,43.0,66,62.0
51163,Male,26.0,69,70.0
51164,Male,28.0,17,77.0
51165,Female,32.0,19,59.0
51166,Female,52.0,61,37.0
51167,Male,54.0,31,36.0
51168,Female,35.0,63,82.0
51169,Female,31.0,18,65.0
51170,Male,56.0,53,43.0
51171,Male,30.0,39,39.0
51172,Male,47.0,23.0,25.0
51173,Female,26.0,15,67.0
51174,Female,53.0,30,33.0
51175,Female,43.0,16,98.0
51176,Male,18.0,16,42.0
51177,Female,41.0,28,60.0
51178,Female,32.0,22,57.0
51179,Female,45.0,71,50.0
51180,M,54.0,42,41.0
51181,Male,21.0,76,57.0
51182,Male,20.0,43,74.0
51183,Male,40.0,21$,50.0
51184,Female,37.0,33,87.0
51185,Female,49.0,36,48.0
51186,Male,54.0,41,17.0
51187,Female,69.0,15,39.0
51188,Female,30.0,23.0,75.0
51189,M,29.0,,41.0
51190,Male,54.0,51.0,75.0
51191,male,42.0,21,46.0
51192,M,37.0,30,47.0
51193,Female,52.0,24,49.0
51194,Male,29.0,15,66.0
51195,Female,35.0,29,70.0
51196,Female,41.0,39,42.0
51197,Male,49.0,51,35.0
51198,Male,18.0,72,27.0
51199,Female,51.0,31,41.0
51200,Male,44.0,48$,71.0
51201,Male,52.0,20,51.0
51202,Female,28.0,17,56.0
51203,Female,33.0,31,64.0
51204,Male,35.0,17,52.0
51205,Female,22.0,26,47.0
51206,M,43.0,15,36.0
51207,Male,38.0,47,83.0
51208,Male,57.0,41,41.0
51209,Female,35.0,57,66.0
51210,Male,28.0,37,45.0
51211,Male,55.0,29,41.0
51212,Male,23.0,41,47.0
51213,Male,20.0,15,26.0
51214,Female,46.0,40,51.0
51215,Female,56.0,20,37.0
51216,Male,42.0,65,55.0
51217,Female,46.0,55.0,63.0
51218,Male,62.0,58,66.0
51219,Female,27.0,22,35.0
51220,Female,34.0,31,86.0
51221,Male,47.0,135,62.0
51222,Male,26.0,17,0.0
51223,Male,45.0,48,57.0
51224,Male,41.0,114,86.0
51225,Female,,16,58.0
51226,Male,53.0,21,75.0
51227,Male,36.0,52,74.0
51228,Female,46.0,104,54.0
51229,Male,28.0,32,74.0
51230,Female,32.0,24,42.0
51231,Male,30.0,18,69.0
51232,Male,54.0,22,37.0
51233,Female,43.0,79,74.0
51234,Female,36.0,44,86.0
51235,Male,39.0,22,60.0
51236,Female,69.0,62,78.0
51237,Male,45.0,49,92.0
51238,Male,20.0,91,75.0
51239,Male,40.0,22$,52.0
51240,Female,21.0,27,45.0
51241,Male,45.0,98,72.0
51242,Female,35.0,53.0,70.0
51243,Female,36.0,21,55.0
51244,F,35.0,52,87.0
51245,female,57.0,15,63.0
51246,Female,22.0,88,58.0
51247,Male,38.0,50,60.0
51248,Male ,37.0,17,44.0
51249,Male,36.0,31,60.0
51250,Male,18.0,18,53.0
51251,Male,18.0,15,23.0
51252,Female,43.0,69,99.0
51253,Female,50.0,73,35.0
51254,Female,40.0,46,51.0
51255,Male,30.0,,69.0
51256,Female,18.0,21,73.0
51257,Female,21.0,39,27.0
51258,Female,23.0,42,53.0
51259,Male,56.0,19,59.0
51260,Female,27.0,73,56.0
51261,Male,58.0,,37.0
51262,Male,20.0,114,53.0
51263,Male,24.0,39,47.0
51264,Female,33.0,17,48.0
51265,Female,,62,76.0
51266,Female,43.0,36,90.0
51267,Female,47.0,29,54.0
51268,Female,23.0,150,78.0
51269,Female,33.0,71,17.0
51270,Female,37.0,38,66.0
51271,Female,30.0,46,54.0
51272,Female,41.0,52,91.0
51273,Female,32.0,29,66.0
51274,Male,59.0,18,40.0
51275,Male,38.0,58,64.0
51276,Male,26.0,84,74.0
51277,Female,32.0,35,44.0
51278,Female,18.0,19,30.0
51279,Male,48.0,56,57.0
51280,Female,41.0,24,61.0
51281,Female,26.0,29,67.0
51282,Male,22.0,24,37.0
51283,Male,46.0,47,33.0
51284,Male,24.0,26,41.0
51285,Female,35.0,26,62.0
51286,Female,47.0,18,55.0
51287,Male,65.0,44,42.0
51288,Female,47.0,25,36.0
51289,Male,51.0,40,78.0
51290,Female,33.0,31,68.0
51291,Female,39.0,50,82.0
51292,Female,41.0,39,70.0
51293,Female,30.0,21,44.0
51294,Female,26.0,21,60.0
51295,Male,59.0,29,41.0
51296,Male,41.0,19,52.0
51297, Male,31.0,81,77.0
51298,Female,,24,78.0
51299,Male,44.0,113,83.0
51300,Male,27.0,19,92.0
51301,Male,53.0,16,65.0
51302,Male,36.0,80,86.0
51303,Female ,18.0,38,20.0
51304,Male,38.0,24,55.0
51305,Male,51.0,35,57.0
51306,Female,32.0,29,81.0
51307,Female,42.0,15,52.0
51308,M,19.0,73,67.0
51309,Female,50.0,45,43.0
51310,Female,31.0,34,68.0
51311,Female,21.0,15,32.0
51312,Male,36.0,48,51.0
51313,Female,32.0,20,41.0
51314,Female,31.0,24,33.0
51315,Male,37.0,98,71.0
51316,FEMALE,49.0,27,55.0
51317,Female,29.0,17,73.0
51318,Female,46.0,28,35.0
51319,Male,35.0,23,46.0
51320,Male,67.0,16,58.0
51321,Male,62.0,26,11.0
51322,Male,31.0,99,100.0
51323,Male,49.0,17,45.0
51324,Female,29.0,20,38.0
51325,Female,34.0,29,29.0
51326,Male,18.0,42,63.0
51327,Female,18.0,16,86.0
51328,Male,52.0,30,47.0
51329,Female,59.0,32$,60.0
51330,Male,31.0,17,60.0
51331,Male,18.0,34,39.0
51332,Male,25.0,21,77.0
51333,Male,46.0,46,64.0
51334,Female,29.0,87,62.0
51335,Female,31.0,45,67.0
51336,female,41.0,38,54.0
51337,Female,40.0,40,48.0
51338,Male,20.0,17,25.0
51339,Female,38.0,30,81.0
51340,Female,23.0,31,40.0
51341,Female,44.0,20,68.0
51342,Female,30.0,16,57.0
51343,Male,26.0,68,79.0
51344,Male,53.0,31,74.0
51345,Male,39.0,63,74.0
51346,Male,43.0,112,80.0
51347,Female,18.0,23,53.0
51348,Female,47.0,109,35.0
51349,Male,56.0,29,65.0
51350,Female,26.0,27,61.0
51351,Male,55.0,68,57.0
51352,Female,43.0,48,94.0
51353,Male,45.0,21,58.0
51354,Male,39.0,24,74.0
51355,Female,24.0,34,73.0
51356,F,53.0,43,43.0
51357,Male,40.0,100,100.0
51358,Male,54.0,34,50.0
51359,Male,57.0,37,48.0
51360,Male,24.0,32,47.0
51361,Female,43.0,20,71.0
51362,Female,,32,29.0
51363,Female,39.0,16,55.0
51364,Female,42.0,26,59.0
51365,Male,37.0,47,70.0
51366,Male,56.0,18,78.0
51367,Female,43.0,100,88.0
51368,Female,34.0,16,62.0
51369,Female,38.0,18,48.0
51370,Female,35.0,16,68.0
51371,Male,34.0,17,60.0
51372,Male,18.0,19,61.0
51373,Male,19.0,117,68.0
51374,Male,37.0,50,60.0
51375,Male,29.0,53,68.0
51376,Male,65.0,,37.0
51377,Female,46.0,78,42.0
51378,Male,45.0,27,87.0
51379,Male,38.0,61,78.0
51380, Male,37.0,42,78.0
51381,Female,48.0,17,42.0
51382,Male,47.0,69,67.0
51383,Female,32.0,57,69.0
51384,Male,41.0,96,78.0
51385,Male,22.0,80.0,58.0
51386,Female,44.0,47,35.0
51387,Male,47.0,,49.0
51388,Female,18.0,43,48.0
51389,Female,27.0,49,71.0
51390,Male,43.0,83,82.0
51391,Female,18.0,19,43.0
51392,Female,29.0,40,64.0
51393,Female,51.0,18,78.0
51394,Female,70.0,35,29.0
51395,Male,39.0,19,49.0
51396,Male,35.0,26.0,52.0
51397,Female,21.0,22,50.0
51398,Male,60.0,21,59.0
51399,Female,34.0,48,66.0
51400,Female ,39.0,,50.0
51401,Male,42.0,46,78.0
51402,Male,43.0,87$,82.0
51403,Male,18.0,28,41.0
51404,Female,39.0,17,65.0
51405,Female,18.0,88,25.0
51406,Male,29.0,18,76.0
51407,Female,37.0,23,65.0
51408,Male,37.0,51,62.0
51409,Female,45.0,61,57.0
51410,Male,18.0,19,44.0
51411,Male,56.0,26,55.0
51412,Male,52.0,72,56.0
51413,Female,38.0,29,90.0
51414,Male,31.0,25,57.0
51415,Male,26.0,46,89.0
51416,Male,39.0,26,35.0
51417,Male,33.0,21,78.0
51418,Male,35.0,44,
51419,Female,22.0,34,55.0
51420,Male,40.0,46,76.0
51421,Female,18.0,16,54.0
51422,Male,44.0,26,65.0
51423,Female,57.0,41$,59.0
51424,Female,58.0,24,31.0
51425,Female,26.0,,55.0
51426,Male,35.0,50,56.0
51427,Male,36.0,26,79.0
51428,Male,50.0,24,24.0
51429,Female,29.0,65,65.0
51430,Female,35.0,145,81.0
51431,Female,54.0,27,62.0
51432,Male,58.0,27,48.0
51433,Male,31.0,34,87.0
51434,Male,27.0,44,80.0
51435,Male,34.0,23,55.0
51436,Male,29.0,34,66.0
51437,Male,29.0,19,90.0
51438,Female,53.0,55,47.0
51439,Female,52.0,18,45.0
51440,Male,28.0,22,38.0
51441,Female,41.0,50,66.0
51442,Female,18.0,21,9.0
51443,Male,28.0,,58.0
51444,MALE,33.0,19,53.0
51445,Female,35.0,55,81.0
51446,Female,55.0,33,49.0
51447,Female,43.0,26,46.0
51448,Female,58.0,54,48.0
51449,Male,56.0,85,74.0
51450,Female,26.0,33,62.0
51451, Female,37.0,21,68.0
51452,Female,38.0,38,51.0
51453,Female,45.0,74,78.0
51454,Female,33.0,15,56.0
51455,Female,21.0,58,37.0
51456,Male,18.0,55,28.0
51457,Female,58.0,62,32.0
51458,Male,25.0,55,76.0
51459,Female,30.0,25,97.0
51460,Female,30.0,22,55.0
51461,Female,32.0,34,40.0
51462,Male,46.0,44,49.0
51463,Female,31.0,20,56.0
51464,Male,18.0,50,48.0
51465,Female,54.0,16,43.0
51466,Female,50.0,24,40.0
51467,Female,42.0,57,49.0
51468,Female,33.0,37,51.0
51469,Male,38.0,53,59.0
51470,Female,26.0,30,
51471,Male,49.0,102,62.0
51472,Male,57.0,34.0,67.0
51473,Male,21.0,15,37.0
51474,Male,38.0,27,63.0
51475,Male,40.0,42,56.0
51476,Female,53.0,,65.0
51477,Female,19.0,18.0,35.0
51478,Female,58.0,48,21.0
51479,Male,36.0,45,63.0
51480,Male,18.0,47,47.0
51481,Female,30.0,19$,59.0
51482,Female,30.0,30,71.0
51483,Male,37.0,49,79.0
51484,Male,60.0,30,58.0
51485,Male,29.0,19,27.0
51486,Female,49.0,21,25.0
51487,Male,18.0,20,28.0
51488,Male,55.0,37,31.0
51489,Male,26.0,32.0,73.0
51490,Male,18.0,33,43.0
51491,Male,35.0,17,66.0
51492,Female,50.0,66,72.0
51493,Male,70.0,37,43.0
51494,Female,28.0,25,35.0
51495,Male,26.0,21,43.0
51496,Female,40.0,61,47.0
51497,Male,41.0,26,47.0
51498,Female,53.0,53,28.0
51499,Male,40.0,22,53.0
51500,Male,26.0,52,73.0
51501,Male,27.0,22,55.0
51502,Male,41.0,42,61.0
51503,Male,54.0,26,39.0
51504,Male,42.0,22,62.0
51505,Male,42.0,25,74.0
51506,Female,21.0,32,25.0
51507,Female,29.0,23,60.0
51508,Male,46.0,54,49.0
51509,Male,28.0,17$,62.0
51510,Female,39.0,51,58.0
51511,Male,53.0,58,56.0
51512,F,39.0,48,62.0
51513,Female,46.0,36,50.0
51514,Male,48.0,34,71.0
51515,Female,36.0,91,82.0
51516,Female,36.0,58,57.0
51517,Female,65.0,22,40.0
51518,Male,25.0,34,47.0
51519,Male,41.0,18,78.0
51520,Male,38.0,34,36.0
51521,male,31.0,20$,54.0
51522,Female,18.0,16,37.0
51523,Male,19.0,47,42.0
51524,Female,18.0,94,58.0
51525,Female,34.0,36,53.0
51526,Male,29.0,45,71.0
51527,Male,40.0,16,54.0
51528,Male,37.0,75,67.0
51529,Female,69.0,44,55.0
51530,Female,45.0,26$,41.0
51531,Male,43.0,27,69.0
51532,Female,34.0,17,53.0
51533,Female,46.0,27,43.0
51534,Male,36.0,20,43.0
51535,Male,45.0,15,52.0
51536,Female,41.0,115,100.0
51537,Female,35.0,54$,75.0
51538,male,27.0,19,74.0
51539,Female,51.0,37,55.0
51540,Female,42.0,16,66.0
51541,Female,47.0,37$,44.0
51542,Male,46.0,43,34.0
51543,Male,20.0,15,23.0
51544,Female,21.0,21,29.0
51545,Male,50.0,25,41.0
51546,Male,44.0,23,93.0
51547,Female,48.0,63,43.0
51548,Female,25.0,19,83.0
51549,Male,43.0,43,61.0
51550,Male,46.0,19,29.0
51551,Female,50.0,26,51.0
51552,Male,18.0,23,43.0
51553,Female,32.0,33,69.0
51554,Male,45.0,16,76.0
51555,Female,62.0,45.0,32.0
51556,Male,39.0,27,39.0
51557,Male,63.0,44,78.0
51558,Male,58.0,44,36.0
51559,Female,33.0,60,75.0
51560,FEMALE,52.0,21,54.0
51561,Male,44.0,95,53.0
51562,Female,51.0,37,59.0
51563,Female,53.0,19,53.0
51564,Male,63.0,35,17.0
